date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:39	192/192	---M--	200	added ('OK')	image/svg+xml	etag:%22af4598ba7e25b7b9d5ef9d8152a1f39b%22	https://assets.website-files.com/61af03ac30e53bb54ccb7095/635a23697a09eb2279719b1d_correct-icon.svg	C:/My%20Web%20Sites/pw/assets.website-files.com/61af03ac30e53bb54ccb7095/635a23697a09eb2279719b1d_correct-icon.svg	(from https://www.pornweek.nz/)
14:24:40	1003575/1003575	---M--	200	added ('OK')	video/webm	etag:%227e60210bbedcf58f67a3e9199c0612cb%22	https://assets.website-files.com/61af03ac30e53bb54ccb7095/63620646d55b3e1fc6222e9d_Story%2020-transcode.webm	C:/My%20Web%20Sites/pw/assets.website-files.com/61af03ac30e53bb54ccb7095/63620646d55b3e1fc6222e9d_Story%2020-transcode.webm	(from https://www.pornweek.nz/)
14:24:40	251/251	---M--	200	added ('OK')	image/svg+xml	etag:%22325247acc129da3af40543e7b1881fb3%22	https://assets.website-files.com/61af03ac30e53bb54ccb7095/635a2398ccf68205636929aa_wrong-icon.svg	C:/My%20Web%20Sites/pw/assets.website-files.com/61af03ac30e53bb54ccb7095/635a2398ccf68205636929aa_wrong-icon.svg	(from https://www.pornweek.nz/)
14:24:42	236883/236883	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20May%202023%2022:14:09%20GMT	https://netsafe.org.nz/	C:/My%20Web%20Sites/pw/netsafe.org.nz/index.html	(from https://www.pornweek.nz/)
14:24:42	109816/109816	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20May%202023%2021:24:41%20GMT	https://www.intheknow.co.nz/	C:/My%20Web%20Sites/pw/www.intheknow.co.nz/index.html	(from https://www.pornweek.nz/)
14:24:43	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2030%20May%202023%2021:24:41%20GMT	https://www.instagram.com/netsafenz/?hl=en	C:/My%20Web%20Sites/pw/www.instagram.com/netsafenz/indexfef7.html	(from https://www.pornweek.nz/)
14:24:43	88261/88261	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20May%202023%2021:24:43%20GMT	https://training.education.govt.nz/pages/mediacontent.jsf?mediaId=1251799&catalogId=849811&menuId=112475&client=external	C:/My%20Web%20Sites/pw/training.education.govt.nz/pages/mediacontentc232.html	(from https://www.pornweek.nz/)
14:24:43	165865/165865	---M--	200	added ('OK')	image/png	etag:%2282f4f7753fdfc8978e783acef389c74b%22	https://assets.website-files.com/61af03ac30e53bb54ccb7095/634f93c25675d95bbac51919_hero-graphic.png	C:/My%20Web%20Sites/pw/assets.website-files.com/61af03ac30e53bb54ccb7095/634f93c25675d95bbac51919_hero-graphic.png	(from https://www.pornweek.nz/)
14:24:44	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20May%202023%2021:24:43%20GMT	http://www.na.studio/	C:/My%20Web%20Sites/pw/www.na.studio/index.html	(from https://www.pornweek.nz/)
14:24:45	79655/79655	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20May%202023%2021:24:43%20GMT	https://www.classificationoffice.govt.nz/resources/items/how-to-talk-with-young-people-about-pornography/	C:/My%20Web%20Sites/pw/www.classificationoffice.govt.nz/resources/items/how-to-talk-with-young-people-about-pornography/index.html	(from https://www.pornweek.nz/)
